Range,REF,PropertyName,PropertyDescription,PropertyDescriptionShort,PropertyFilter,PropertyFilterShort,Source,SectorCount,PublicCount,Type,Subtype,Year,YearDesc,File,Field,DataType,DataTypeAlt,RecordFilterBy,Filter,FilterValue,Filter2,Filter2Value,Filter3,Filter3Value,Filter4,Filter4Value,Filter5,Filter5Value,Filter6,Filter6Value,Filter7,Filter7Value,Filter8,Filter8Value,Filter9,Filter9Value,ShouldBeNormalised,NormalisedLookup,CompoundFields,ReturnMultipleRecords,IgnoreMapping
LA,24_KS2P_RWMEXP_WRIT_TOT_LA,RwmExpected_Writing_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_TOT_LA,RwmExpected_Maths_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_BOY_LA,RwmExpected_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_BOY_LA,RwmExpected_Reading_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_BOY_LA,RwmExpected_Writing_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_BOY_LA,RwmExpected_Maths_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_GRL_LA,RwmExpected_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_GRL_LA,RwmExpected_Reading_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_GRL_LA,RwmExpected_Writing_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_GRL_LA,RwmExpected_Maths_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_DIS_LA,RwmExpected_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_DIS_LA,RwmExpected_Reading_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_DIS_LA,RwmExpected_Writing_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_DIS_LA,RwmExpected_Maths_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_NDI_LA,RwmExpected_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_NDI_LA,RwmExpected_Reading_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_NDI_LA,RwmExpected_Writing_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_NDI_LA,RwmExpected_Maths_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_EFL_LA,RwmExpected_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_EFL_LA,RwmExpected_Reading_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_EFL_LA,RwmExpected_Writing_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_EFL_LA,RwmExpected_Maths_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_EAL_LA,RwmExpected_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMEXP_READ_EAL_LA,RwmExpected_Reading_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_WRIT_EAL_LA,RwmExpected_Writing_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMEXP_MATH_EAL_LA,RwmExpected_Maths_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths expected standard",RwmExpected,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,expected_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_TOT_LA,RwmHigher_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_TOT_LA,RwmHigher_Reading_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_TOT_LA,RwmHigher_Writing_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_TOT_LA,RwmHigher_Maths_Tot_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Total,Tot,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_BOY_LA,RwmHigher_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_BOY_LA,RwmHigher_Reading_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_BOY_LA,RwmHigher_Writing_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_BOY_LA,RwmHigher_Maths_Boy_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Boys,Boy,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Boys,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_GRL_LA,RwmHigher_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_GRL_LA,RwmHigher_Reading_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_GRL_LA,RwmHigher_Writing_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_GRL_LA,RwmHigher_Maths_Grl_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Girls,Grl,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Girls,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_DIS_LA,RwmHigher_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_DIS_LA,RwmHigher_Reading_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_DIS_LA,RwmHigher_Writing_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_DIS_LA,RwmHigher_Maths_Dis_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Disadvantaged,Dis,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_NDI_LA,RwmHigher_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_NDI_LA,RwmHigher_Reading_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_NDI_LA,RwmHigher_Writing_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_NDI_LA,RwmHigher_Maths_NDi_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,Not disadvantaged,NDi,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Not known to be disadvantaged,fsm_status,Total,ethnicity_minor,Total,first_language,Total,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_EFL_LA,RwmHigher_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_EFL_LA,RwmHigher_Reading_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Reading,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_WRIT_EFL_LA,RwmHigher_Writing_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Writing,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_MATH_EFL_LA,RwmHigher_Maths_EFL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English first language,EFL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be English,sen_provision,Total,subject,Maths,time_period,202425,,,,,
LA,24_KS2P_RWMHIG_EAL_LA,RwmHigher_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,"Reading, writing and maths",time_period,202425,,,,,
LA,24_KS2P_RWMHIG_READ_EAL_LA,RwmHigher_Reading_EAL_Cohort_LA_Previous_Num,"Reading, writing and maths higher standard",RwmHigher,English as an additional language,EAL,EES,,,KS2_Performance,Performance,2024-2025,Previous,ks2_regional_local_authority_and_pupil_characteristics_2019_to_2025_revised,higher_standard_pupil_percent,double,percentage,old_la_code,geographic_level,Local authority,sex,Total,disadvantage_status,Total,fsm_status,Total,ethnicity_minor,Total,first_language,Known or believed to be other than English,sen_provision,Total,subject,Reading,time_period,202425,,,,,
